1.552697217618E12, 0.796, 0.812, -10.585, 5.556, -3.868, -1.129, 0.250, 0.081, -0.418
1.552697217632E12, 0.683, 0.598, -10.741, -0.210, 0.656, 0.875, 0.251, 0.088, -0.416
1.552697217706E12, 0.759, 0.906, -10.661, 1.890, 1.155, 2.188, 0.238, 0.092, -0.425
1.552697217734E12, 0.759, 0.906, -10.661, 1.890, 1.155, 2.188, 0.238, 0.092, -0.425
1.552697217748E12, 0.759, 0.906, -10.661, 1.890, 1.155, 2.188, 0.238, 0.092, -0.425
1.552697217819E12, 0.986, 0.738, -10.694, -8.391, 4.471, 2.266, 0.248, 0.091, -0.420
1.552697217838E12, 0.986, 0.738, -10.694, -8.391, 4.471, 2.266, 0.248, 0.091, -0.420
1.552697217859E12, 0.986, 0.738, -10.694, -8.391, 4.471, 2.266, 0.248, 0.091, -0.420
1.552697217939E12, 1.121, 1.131, -10.656, 1.067, -4.497, -1.304, 0.256, 0.107, -0.406
1.552697217969E12, 1.121, 1.131, -10.656, 1.067, -4.497, -1.304, 0.256, 0.107, -0.406
1.552697217983E12, 1.121, 1.131, -10.656, 1.067, -4.497, -1.304, 0.256, 0.107, -0.406
1.552697218064E12, 0.695, 1.256, -10.549, 5.775, -1.050, -1.251, 0.254, 0.106, -0.406
1.552697218097E12, 0.695, 1.256, -10.549, 5.775, -1.050, -1.251, 0.254, 0.106, -0.406
1.552697218172E12, 0.888, 1.134, -10.616, 4.515, -3.369, -0.464, 0.255, 0.103, -0.407
1.552697218191E12, 0.888, 1.134, -10.616, 4.515, -3.369, -0.464, 0.255, 0.103, -0.407
1.552697218212E12, 0.810, 1.163, -10.677, 3.273, -1.829, 0.438, 0.243, 0.108, -0.409
1.552697218285E12, 0.592, 1.207, -10.662, 3.631, 0.149, 2.608, 0.253, 0.100, -0.418
1.552697218311E12, 0.592, 1.207, -10.662, 3.631, 0.149, 2.608, 0.253, 0.100, -0.418
1.552697218397E12, 0.904, 1.315, -10.397, 4.410, -2.284, 3.474, 0.244, 0.106, -0.427
1.552697218419E12, 0.904, 1.315, -10.397, 4.410, -2.284, 3.474, 0.244, 0.106, -0.427
1.552697218441E12, 0.904, 1.315, -10.397, 4.410, -2.284, 3.474, 0.244, 0.106, -0.427
1.55269721851E12, 0.982, 1.194, -10.653, 4.629, -2.704, 3.771, 0.256, 0.109, -0.408
1.552697218551E12, 0.982, 1.194, -10.653, 4.629, -2.704, 3.771, 0.256, 0.109, -0.408
1.552697218644E12, 0.735, 1.145, -10.776, 0.919, 1.295, 2.686, 0.248, 0.108, -0.407
1.552697218671E12, 0.735, 1.145, -10.776, 0.919, 1.295, 2.686, 0.248, 0.108, -0.407
1.552697218684E12, 0.735, 1.145, -10.776, 0.919, 1.295, 2.686, 0.248, 0.108, -0.407,-3.255033755624148,-0.8299533674627118,5.0 , 21.04 , -84.0 , 0.0 , 38.26 , -87.0 , 3.0 , 3.14 , -90.0 , 
1.552697218758E12, 0.808, 0.992, -10.735, -0.464, -2.870, 3.395, 0.251, 0.107, -0.406
1.55269721879E12, 0.857, 1.232, -10.441, 0.858, -1.977, 3.955, 0.244, 0.105, -0.426
1.552697218804E12, 0.857, 1.232, -10.441, 0.858, -1.977, 3.955, 0.244, 0.105, -0.426
1.552697218883E12, 0.815, 1.249, -10.454, 5.766, -2.765, 2.537, 0.251, 0.105, -0.416
1.552697218913E12, 0.970, 1.161, -10.582, 1.680, -3.351, -0.429, 0.247, 0.106, -0.416
1.55269721893E12, 0.970, 1.161, -10.582, 1.680, -3.351, -0.429, 0.247, 0.106, -0.416
1.55269721901E12, 0.772, 1.469, -10.562, 3.544, -3.019, 0.446, 0.253, 0.108, -0.406
1.55269721904E12, 0.517, 1.685, -10.594, 7.639, -2.975, 2.608, 0.250, 0.104, -0.409
1.55269721906E12, 0.517, 1.685, -10.594, 7.639, -2.975, 2.608, 0.250, 0.104, -0.409
1.552697219132E12, 0.331, 1.238, -10.983, 2.257, 4.051, 3.281, 0.250, 0.100, -0.411
1.552697219151E12, 0.331, 1.238, -10.983, 2.257, 4.051, 3.281, 0.250, 0.100, -0.411,-3.1828741638208995,-0.8498097432305581,5.0 , 21.12 , -83.0 , 0.0 , 38.26 , -87.0 , 3.0 , 3.14 , -90.0 , 
1.552697219169E12, 0.828, 1.370, -10.603, -0.831, -2.293, 4.086, 0.250, 0.109, -0.405
1.552697219266E12, 0.589, 1.571, -10.368, 4.847, -3.990, 4.865, 0.251, 0.102, -0.413
1.552697219291E12, 0.258, 1.415, -10.658, 4.305, 0.359, 9.144, 0.254, 0.102, -0.409
1.552697219313E12, 0.258, 1.415, -10.658, 4.305, 0.359, 9.144, 0.254, 0.102, -0.409
1.55269721938E12, 0.834, 1.411, -10.504, 0.709, -2.074, 8.540, 0.255, 0.109, -0.409
1.552697219425E12, 0.834, 1.411, -10.504, 0.709, -2.074, 8.540, 0.255, 0.109, -0.409
1.552697219514E12, 0.628, 1.360, -10.487, 1.181, -1.426, 7.744, 0.255, 0.101, -0.408
1.552697219536E12, 0.709, 1.357, -10.430, 2.642, -0.376, 7.595, 0.256, 0.102, -0.416
1.55269721955E12, 0.709, 1.357, -10.430, 2.642, -0.376, 7.595, 0.256, 0.102, -0.416
1.552697219564E12, 0.709, 1.357, -10.430, 2.642, -0.376, 7.595, 0.256, 0.102, -0.416
1.552697219644E12, 0.903, 1.524, -10.451, 3.316, 1.312, 5.784, 0.266, 0.098, -0.406
1.55269721967E12, 0.785, 1.458, -10.508, 5.294, 3.001, 2.389, 0.257, 0.096, -0.406
1.552697219691E12, 0.785, 1.458, -10.508, 5.294, 3.001, 2.389, 0.257, 0.096, -0.406
1.552697219761E12, 0.703, 1.330, -10.714, 3.727, 3.430, 0.359, 0.263, 0.099, -0.405
1.55269721978E12, 0.703, 1.330, -10.714, 3.727, 3.430, 0.359, 0.263, 0.099, -0.405,-3.1950120970012743,-0.834779427067431,5.0 , 21.05 , -84.0 , 0.0 , 38.32 , -87.0 , 3.0 , 3.14 , -88.0 , 
1.552697219794E12, 0.733, 1.564, -10.495, 5.591, -1.724, 2.406, 0.265, 0.099, -0.406
1.552697219876E12, 0.548, 1.474, -10.576, 5.565, 1.566, 4.392, 0.259, 0.101, -0.415
1.552697219904E12, 0.548, 1.474, -10.576, 5.565, 1.566, 4.392, 0.259, 0.101, -0.415
1.552697219918E12, 0.776, 1.196, -10.835, 3.404, -1.076, 5.031, 0.261, 0.094, -0.405
1.55269722E12, 0.914, 1.314, -10.819, 3.194, -0.788, 4.909, 0.258, 0.100, -0.423
1.552697220042E12, 0.914, 1.314, -10.819, 3.194, -0.788, 4.909, 0.258, 0.100, -0.423
1.552697220122E12, 1.062, 1.281, -10.238, 5.381, 0.026, -0.394, 0.258, 0.091, -0.410
1.552697220164E12, 1.062, 1.281, -10.238, 5.381, 0.026, -0.394, 0.258, 0.091, -0.410
1.552697220241E12, 1.239, 0.876, -10.836, 2.091, 0.560, -5.617, 0.258, 0.097, -0.414
1.55269722027E12, 1.239, 0.876, -10.836, 2.091, 0.560, -5.617, 0.258, 0.097, -0.414,-3.3750761493020534,-0.8738806133981357,5.0 , 20.99 , -83.0 , 3.0 , 38.32 , -88.0 , 4.0 , 9.7 , -95.0 , 
1.552697220284E12, 1.239, 0.876, -10.836, 2.091, 0.560, -5.617, 0.258, 0.097, -0.414
1.552697220352E12, 1.088, 1.314, -10.348, 3.666, 3.938, -8.321, 0.260, 0.096, -0.415
1.552697220378E12, 1.052, 1.383, -10.180, 10.045, -5.407, -10.614, 0.266, 0.097, -0.406
1.552697220398E12, 1.052, 1.383, -10.180, 10.045, -5.407, -10.614, 0.266, 0.097, -0.406
1.552697220479E12, 0.736, 1.298, -10.962, 6.676, -11.296, -8.969, 0.251, 0.105, -0.409
1.55269722051E12, 0.438, 1.553, -10.959, -11.025, -9.004, -3.666, 0.248, 0.104, -0.411
1.552697220607E12, 0.529, 3.101, -10.512, 0.621, -9.135, -1.225, 0.246, 0.110, -0.419
1.552697220719E12, -0.773, 1.687, -11.956, -7.350, -3.071, 16.660, 0.248, 0.111, -0.410
1.55269722075E12, -0.938, 1.944, -10.924, -3.255, -1.899, 22.496, 0.246, 0.107, -0.407
1.552697220825E12, -1.116, 1.359, -10.361, -3.780, 15.925, 33.268, 0.251, 0.101, -0.405
1.552697220868E12, -1.116, 1.359, -10.361, -3.780, 15.925, 33.268, 0.251, 0.101, -0.405
1.552697220989E12, 0.066, 1.100, -9.187, 2.039, 15.418, 19.407, 0.279, 0.091, -0.405
1.552697221078E12, 0.800, 2.060, -9.823, 37.818, -20.423, -2.039, 0.271, 0.084, -0.417
1.552697221115E12, 0.800, 2.060, -9.823, 37.818, -20.423, -2.039, 0.271, 0.084, -0.417
1.552697221196E12, 1.833, 1.153, -11.135, 10.552, 6.090, 12.889, 0.279, 0.058, -0.414
1.552697221222E12, 1.833, 1.153, -11.135, 10.552, 6.090, 12.889, 0.279, 0.058, -0.414
1.552697221242E12, 1.833, 1.153, -11.135, 10.552, 6.090, 12.889, 0.279, 0.058, -0.414
1.55269722131E12, 2.590, 0.756, -10.897, 8.584, -4.384, -1.741, 0.268, 0.059, -0.413
1.552697221337E12, 1.840, 2.471, -9.525, 17.587, 3.080, -3.535, 0.276, 0.050, -0.414
1.552697221359E12, 1.840, 2.471, -9.525, 17.587, 3.080, -3.535, 0.276, 0.050, -0.414
1.552697221431E12, 1.426, 3.322, -9.722, 31.666, -1.059, -10.570, 0.276, 0.044, -0.422
1.552697221452E12, 0.665, 2.832, -10.550, 22.969, -9.975, -10.762, 0.275, 0.039, -0.421
1.552697221466E12, 0.665, 2.832, -10.550, 22.969, -9.975, -10.762, 0.275, 0.039, -0.421
1.552697221545E12, 0.145, 2.605, -11.081, 10.500, -4.690, -5.495, 0.270, 0.038, -0.427
1.552697221568E12, 0.145, 2.605, -11.081, 10.500, -4.690, -5.495, 0.270, 0.038, -0.427
1.552697221589E12, 0.511, 2.747, -10.822, 5.775, -3.754, -0.892, 0.268, 0.046, -0.426
1.552697221689E12, 0.245, 2.925, -10.467, -1.321, -0.376, 6.370, 0.264, 0.038, -0.427
1.552697221719E12, 0.525, 3.161, -10.271, -1.418, -1.969, 5.005, 0.265, 0.038, -0.427
1.552697221814E12, 0.720, 2.861, -11.308, -9.581, -5.793, 9.196, 0.263, 0.042, -0.426
1.552697221846E12, 0.652, 3.584, -11.163, -4.069, -6.387, 11.235, 0.259, 0.049, -0.424,-3.241844158626651,-0.4903670784669544,0.0 , 20.94 , -85.0 , 1.0 , 3.3 , -95.0 , 4.0 , 18.74 , -96.0 , 
1.552697221941E12, -0.882, -0.741, -14.085, -6.396, 6.773, 13.493, 0.254, 0.033, -0.432
1.552697221986E12, -0.882, -0.741, -14.085, -6.396, 6.773, 13.493, 0.254, 0.033, -0.432
1.55269722206E12, 0.112, -0.920, -12.112, -39.121, 30.800, 10.062, 0.270, 0.045, -0.424
1.55269722209E12, 0.538, 0.206, -9.763, -16.817, 0.534, 1.418, 0.274, 0.066, -0.414
1.552697222177E12, -0.251, 0.412, -8.852, -0.875, 1.592, -1.969, 0.275, 0.067, -0.417
1.552697222198E12, -0.251, 0.412, -8.852, -0.875, 1.592, -1.969, 0.275, 0.067, -0.417,-3.2529904370438216,-0.4549937778385471,0.0 , 20.94 , -85.0 , 3.0 , 37.67 , -89.0 , 1.0 , 3.3 , -95.0 , 
1.552697222212E12, 0.501, 1.542, -7.929, 2.835, 5.591, -3.596, 0.276, 0.073, -0.410
1.55269722229E12, 0.666, 1.803, -8.363, -2.179, 4.480, -1.785, 0.276, 0.069, -0.408
1.552697222318E12, 0.666, 1.803, -8.363, -2.179, 4.480, -1.785, 0.276, 0.069, -0.408
1.552697222339E12, 0.566, 2.774, -8.770, 2.940, 6.020, -13.641, 0.272, 0.077, -0.416
1.552697222416E12, -0.170, 2.928, -10.417, -3.622, -0.131, -13.466, 0.270, 0.089, -0.426
1.552697222438E12, -0.170, 2.928, -10.417, -3.622, -0.131, -13.466, 0.270, 0.089, -0.426
1.552697222458E12, -0.170, 2.928, -10.417, -3.622, -0.131, -13.466, 0.270, 0.089, -0.426
1.552697222545E12, 0.690, 1.683, -13.510, 12.609, -20.878, -11.646, 0.253, 0.097, -0.428
1.552697222581E12, 0.690, 1.683, -13.510, 12.609, -20.878, -11.646, 0.253, 0.097, -0.428
1.552697222595E12, 0.945, 1.089, -11.646, -3.841, -0.044, -22.470, 0.254, 0.111, -0.416,-2.89615509658377,0.37743274601641946,3.0 , 37.67 , -89.0 , 0.0 , 3.23 , -89.0 , 1.0 , 17.31 , -103.0 , 
1.552697222674E12, 0.680, 1.015, -10.881, 28.420, -14.717, 4.550, 0.239, 0.103, -0.413
1.552697222701E12, 0.680, 1.015, -10.881, 28.420, -14.717, 4.550, 0.239, 0.103, -0.413
1.552697222722E12, 1.220, 1.959, -9.508, 27.493, 9.039, -14.052, 0.250, 0.088, -0.418
1.552697222811E12, 0.116, 2.095, -8.992, 20.974, -5.661, -9.170, 0.247, 0.089, -0.426
1.552697222851E12, 0.033, 2.156, -8.204, 7.682, -21.630, 4.734, 0.235, 0.082, -0.422
1.55269722293E12, -0.237, 2.210, -8.596, -6.466, -4.769, 10.045, 0.239, 0.087, -0.421
1.55269722306E12, -0.379, 2.049, -12.396, -7.262, -20.247, 24.841, 0.233, 0.087, -0.430
1.55269722311E12, -0.072, 3.552, -13.402, 15.181, -13.396, -0.639, 0.228, 0.084, -0.441
1.55269722319E12, -1.716, -1.693, -13.979, -30.292, 14.814, 1.207, 0.227, 0.085, -0.431
